,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
206,CONFIRMED,0,0,0,0,20.83762895,2.3734,439.0,0.706,1.42,418.0,7.24,4261.0,4.641,0.633,14.9
207,FALSE POSITIVE,0,1,1,1,8.8111022,5.0683,401.1,1.223,63.66,1399.0,904.92,6200.0,3.8,2.404,76.8
208,CONFIRMED,0,0,0,0,23.58917143,5.073,1200.7,0.926,3.16,487.0,13.34,4919.0,4.566,0.721,53.3
209,CONFIRMED,0,0,0,0,6.481633073,3.784,298.5,0.833,2.54,1145.0,406.25,5945.0,4.213,1.302,125.6
210,CONFIRMED,0,0,0,0,10.37168928,3.035,1254.9,0.537,3.2,720.0,63.68,5121.0,4.457,0.888,64.5
211,CONFIRMED,0,0,0,0,3.96996298,1.1757,299.2,0.836,1.78,992.0,229.37,5121.0,4.457,0.888,15.0
212,CONFIRMED,0,0,0,0,4.40841331,5.012,549.4,0.899,2.66,1139.0,398.0,6007.0,4.457,0.961,45.1
213,FALSE POSITIVE,0,1,1,1,7.9426176,6.703,1590.7,0.942,4.68,878.0,140.57,5811.0,4.521,0.926,60.4
214,CONFIRMED,0,0,0,0,226.8904775,7.558,3136.4,0.731,4.53,236.0,0.73,5067.0,4.585,0.75,46.8
215,FALSE POSITIVE,0,1,0,0,1.956811408,2.1958,24905.0,1.091,21.58,1109.0,357.16,5209.0,4.657,0.603,125.4
216,CANDIDATE,0,0,0,0,2.688899233,2.11275,37492.0,0.001,12.04,929.0,175.76,4820.0,4.667,0.639,1011.6
217,CONFIRMED,0,0,0,0,9.439459486,2.8979,3036.1,0.049,4.16,686.0,52.32,5097.0,4.597,0.779,175.2
218,CONFIRMED,0,0,0,0,11.523067458,3.8757,507.3,0.0,3.13,927.0,174.81,5644.0,4.162,1.411,142.0
219,CONFIRMED,0,0,0,0,20.47748843,2.8364,1382.4,0.497,2.92,530.0,18.65,5097.0,4.597,0.779,52.7
220,CONFIRMED,0,0,0,0,3.336123113,1.9616,516.3,0.252,1.74,970.0,209.79,5097.0,4.597,0.779,41.6
221,CONFIRMED,0,0,0,0,8.01078456,2.312,1333.6,0.192,1.72,453.0,9.9,3713.0,4.779,0.47,48.5
222,CONFIRMED,0,0,0,0,12.07134205,4.3224,759.2,0.014,1.29,395.0,5.74,3713.0,4.779,0.47,31.0
223,CONFIRMED,0,0,0,0,20.99587872,2.6333,767.3,0.228,1.3,328.0,2.74,3713.0,4.779,0.47,18.2
224,CONFIRMED,0,0,0,0,7.41113177,2.5242,620.5,0.712,2.45,905.0,158.11,5849.0,4.517,0.919,50.4
225,FALSE POSITIVE,0,1,0,0,1.000747038,0.9967,1823.5,0.908,4.14,1620.0,1635.2,5472.0,4.499,0.79,147.4
226,CONFIRMED,0,0,0,0,8.884922995,2.07004,16053.0,0.069,10.51,770.0,83.21,5332.0,4.5,0.843,388.2
227,CONFIRMED,0,0,0,0,8.09888906,4.20241,6911.1,0.018,8.95,986.0,223.19,6214.0,4.442,1.076,435.9
228,CONFIRMED,0,0,0,0,10.00653012,5.344,936.1,0.862,3.52,876.0,139.21,6063.0,4.47,1.001,71.9
229,CONFIRMED,0,0,0,0,17.855221681,7.41287,9065.2,0.075,13.16,911.0,163.04,6823.0,4.308,1.367,915.7
230,CANDIDATE,0,0,0,0,12.732624065,2.2083,6465.7,0.811,4.87,432.0,8.22,3950.0,4.721,0.541,210.5
231,CANDIDATE,0,0,0,0,83.92494032,6.7904,7958.7,0.658,4.78,226.0,0.62,3960.0,4.746,0.509,182.1
232,CONFIRMED,0,0,0,0,5.007316661,4.2362,6932.3,0.344,6.96,998.0,234.28,5865.0,4.563,0.827,431.4
233,CONFIRMED,0,0,0,0,2.211116989,1.6485,724.2,0.69,1.85,931.0,177.19,4500.0,4.656,0.646,42.6
234,CONFIRMED,0,0,0,0,27.9541337,3.95,942.5,0.063,1.9,400.0,6.04,4500.0,4.656,0.646,25.4
235,CONFIRMED,0,0,0,0,12.69104387,3.7727,252.1,0.008,2.57,1008.0,244.3,5869.0,4.024,1.626,60.2
236,FALSE POSITIVE,0,1,0,0,4.409409243,3.8636,12861.0,0.028,10.95,1101.0,347.06,5600.0,4.368,0.975,85.8
237,CONFIRMED,0,0,0,0,16.23947096,4.0374,2590.7,0.043,4.14,598.0,30.14,5191.0,4.564,0.837,123.8
238,CONFIRMED,0,0,0,0,6.308201629,2.9785,1328.5,0.03,2.96,819.0,106.44,5191.0,4.564,0.837,86.2
239,CONFIRMED,0,0,0,0,2.052349884,2.0778,14281.0,0.437,13.12,1497.0,1183.18,5855.0,4.393,1.08,1072.1
240,CONFIRMED,0,0,0,0,9.7704486,2.4517,1897.8,0.09,2.23,460.0,10.59,3906.0,4.73,0.509,58.0
241,CONFIRMED,0,0,0,0,5.169804269,2.153,1037.4,0.351,1.66,569.0,24.75,3906.0,4.73,0.509,41.4
242,CONFIRMED,0,0,0,0,21.22261195,6.5093,366.0,0.02,2.48,771.0,83.56,5945.0,4.213,1.302,114.9
243,CONFIRMED,0,0,0,0,20.09017037,4.154,1432.1,0.886,2.25,362.0,4.05,3906.0,4.73,0.509,36.9
244,CONFIRMED,0,0,0,0,7.11373257,2.1764,807.6,0.334,1.16,429.0,8.01,3561.0,4.855,0.411,44.4
245,CONFIRMED,0,0,0,0,3.306551643,1.8177,509.2,0.001,0.91,554.0,22.19,3561.0,4.855,0.411,37.8
246,CONFIRMED,0,0,0,0,15.36845737,2.4714,756.1,0.115,1.11,332.0,2.86,3561.0,4.855,0.411,30.9
247,CONFIRMED,0,0,0,0,13.81020318,3.048,1309.7,0.791,4.56,833.0,113.75,5942.0,4.327,1.142,46.2
248,CONFIRMED,0,0,0,0,4.093578461,2.5833,538.6,0.93,2.85,1182.0,461.07,6077.0,4.471,0.999,36.4
249,CONFIRMED,0,0,0,0,105.145959,8.593,685.4,0.964,3.43,401.0,6.09,6077.0,4.471,0.999,15.4
250,CONFIRMED,0,0,0,0,10.8484518,2.9993,1675.6,0.21,2.34,499.0,14.66,4201.0,4.682,0.591,64.5
251,CONFIRMED,0,0,0,0,6.66833241,1.915,362.3,0.644,1.18,587.0,28.06,4201.0,4.682,0.591,14.2
252,CONFIRMED,0,0,0,0,4.082274889,3.23015,17859.0,0.093,10.55,1016.0,251.48,5655.0,4.581,0.794,1669.1
253,CANDIDATE,0,0,0,0,3.886655224,3.1646,581.6,0.649,1.87,1010.0,246.29,5662.0,4.61,0.738,48.1
254,CONFIRMED,0,0,0,0,42.1406089,5.083,895.5,0.045,1.85,349.0,3.49,4500.0,4.656,0.646,21.6
255,CONFIRMED,0,0,0,0,4.617490562,2.2618,575.8,0.649,1.62,728.0,66.47,4500.0,4.656,0.646,28.1
256,CONFIRMED,0,0,0,0,10.19849255,2.4283,634.1,0.714,1.75,559.0,23.11,4500.0,4.656,0.646,21.4
257,FALSE POSITIVE,0,0,1,0,5.795063956,3.2496,1692.9,0.949,4.33,950.0,192.74,5865.0,4.563,0.827,119.4
258,CONFIRMED,0,0,0,0,7.15681552,2.5882,867.0,0.45,2.47,782.0,88.23,5029.0,4.494,0.838,47.7
259,CONFIRMED,0,0,0,0,17.64830851,2.0873,763.3,0.653,2.43,579.0,26.49,5029.0,4.494,0.838,23.8
260,CONFIRMED,0,0,0,0,4.14810719,2.535,175.2,0.093,1.08,938.0,182.76,5029.0,4.494,0.838,12.9
261,CONFIRMED,0,0,0,0,16.51410989,4.1575,973.5,0.395,2.72,655.0,43.57,5527.0,4.488,0.866,55.9
262,CONFIRMED,0,0,0,0,30.1329298,5.172,1015.8,0.839,3.14,536.0,19.55,5527.0,4.488,0.866,44.8
263,CONFIRMED,0,0,0,0,4.79090809,2.603,251.3,0.11,1.36,990.0,227.24,5527.0,4.488,0.866,21.2
264,CONFIRMED,0,0,0,0,31.71981013,4.819,363.4,0.125,3.09,743.0,71.97,5869.0,4.024,1.626,63.1
265,CONFIRMED,0,0,0,0,99.6415962,4.448,952.5,0.028,2.64,360.0,3.97,5527.0,4.488,0.866,22.7
266,CONFIRMED,0,0,0,0,4.708326451,3.16114,7912.7,0.061,10.6,1162.0,431.02,5560.0,4.246,1.21,633.4
267,FALSE POSITIVE,0,0,1,1,16.37198661,3.8449,4147.6,9.303,540.37,438.0,8.71,4187.0,4.656,0.592,54.5
268,CONFIRMED,0,0,0,0,5.392026903,2.9804,1151.4,0.314,2.68,850.0,123.33,5198.0,4.589,0.801,77.4
269,CANDIDATE,0,0,0,0,2.494170338,1.1221,863.7,0.095,2.42,1194.0,480.19,5569.0,4.566,0.829,69.2
270,CONFIRMED,0,0,0,0,6.491682808,4.301,7163.3,0.535,9.66,1062.0,301.54,6123.0,4.413,1.107,502.3
271,FALSE POSITIVE,0,1,1,1,3.044770796,10.0134,1695.0,1.252,24.54,1076.0,317.36,5525.0,4.603,0.753,203.5
272,CONFIRMED,0,0,0,0,3.855603916,3.2179,16653.0,0.348,13.61,1212.0,508.65,6033.0,4.46,1.046,1173.9
273,FALSE POSITIVE,0,0,1,1,3.855599139,3.183,1030.9,0.864,3.57,1158.0,425.74,5936.0,4.501,0.965,90.1
274,CONFIRMED,0,1,0,0,38.47876629,5.04169,23530.0,0.003,13.26,484.0,13.01,5510.0,4.539,0.879,1077.8
275,FALSE POSITIVE,0,1,0,0,37.601661282,8.30604,59130.0,0.408,27.22,606.0,31.86,6140.0,4.354,1.096,1667.3
276,CONFIRMED,0,0,0,0,3.314947362,1.8007,1398.2,0.799,3.94,1155.0,421.03,5609.0,4.481,0.944,123.5
277,FALSE POSITIVE,0,1,0,0,6.71969089,3.0231,969.7,0.985,4.37,952.0,194.18,5931.0,4.479,0.866,45.4
278,CONFIRMED,0,0,0,0,39.6431552,6.5292,15664.0,0.062,10.98,472.0,11.74,5231.0,4.455,0.9,690.3
279,FALSE POSITIVE,0,1,0,0,51.42598578,16.9422,66068.0,0.203,29.66,549.0,21.4,6257.0,4.41,1.147,1843.8
280,CONFIRMED,0,0,0,0,21.80451611,3.4097,1144.9,0.751,2.6,543.0,20.48,5481.0,4.629,0.708,49.9
281,CONFIRMED,0,0,0,0,10.28194593,3.4366,1110.7,0.168,2.53,680.0,50.6,5196.0,4.593,0.775,55.0
282,CONFIRMED,0,0,0,0,18.11993039,4.2309,1506.9,0.206,2.95,563.0,23.77,5196.0,4.593,0.775,60.7
283,CONFIRMED,0,0,0,0,3.78402867,1.9012,426.1,0.691,1.7,949.0,191.78,5196.0,4.593,0.775,25.6
284,CONFIRMED,0,0,0,0,5.15448142,3.228,697.5,0.933,2.94,964.0,204.1,5431.0,4.457,0.884,48.1
285,FALSE POSITIVE,0,1,0,0,33.80364366,11.4813,13494.0,0.023,20.7,745.0,72.71,5855.0,3.999,1.796,529.9
286,CONFIRMED,0,0,0,0,5.743469797,3.4412,1240.2,0.001,3.13,982.0,219.95,5897.0,4.531,0.891,79.7
287,CANDIDATE,0,0,0,0,39.4759093,2.968,1012.6,0.938,4.06,577.0,26.13,6225.0,4.45,1.031,26.6
288,FALSE POSITIVE,0,1,0,0,19.974485239,4.23479,40293.0,0.886,26.56,700.0,56.84,6108.0,4.471,0.997,1398.8
289,CONFIRMED,0,0,0,0,3.166353562,3.3129,1473.4,0.032,3.82,1273.0,621.92,6007.0,4.47,0.998,128.3
290,FALSE POSITIVE,0,1,1,0,23.899634407,3.81881,20953.0,1.245,44.04,652.0,42.8,6192.0,4.503,0.924,547.8
291,CONFIRMED,0,0,0,0,3.388012244,2.6849,280.1,0.433,2.11,1315.0,705.93,5553.0,4.221,1.25,30.6
292,CONFIRMED,0,0,0,0,5.83909761,3.1915,273.6,0.341,2.06,1097.0,341.48,5553.0,4.221,1.25,25.2
293,CONFIRMED,0,0,0,0,1.620467654,2.1888,159.6,0.271,1.57,1681.0,1893.42,5553.0,4.221,1.25,22.7
294,CONFIRMED,0,0,0,0,10.6816951,3.605,307.8,0.646,2.3,897.0,152.75,5553.0,4.221,1.25,21.9
295,CONFIRMED,0,0,0,0,6.104849417,4.6912,2090.3,0.041,3.18,784.0,89.25,5085.0,4.584,0.712,293.7
296,CONFIRMED,0,0,0,0,3.578780566,2.91089,11382.0,0.079,10.43,1145.0,406.6,5524.0,4.421,0.994,1838.4
297,FALSE POSITIVE,0,1,1,0,3.187067566,3.119,1037.4,1.234,23.88,1079.0,319.76,5450.0,4.552,0.811,37.2
298,CONFIRMED,0,0,0,0,5.826657508,2.9183,1539.1,0.033,4.09,1013.0,248.57,5561.0,4.362,1.06,81.1
299,CONFIRMED,0,0,0,0,12.41216347,3.739,611.3,0.021,2.58,787.0,90.65,5561.0,4.362,1.06,25.6
300,CONFIRMED,0,0,0,0,18.74649011,3.895,796.8,0.508,3.05,686.0,52.38,5561.0,4.362,1.06,26.7
301,CONFIRMED,0,0,0,0,20.86021229,5.1937,1910.5,0.066,5.5,781.0,87.76,6035.0,4.22,1.257,117.0
302,CONFIRMED,0,0,0,0,42.63427848,6.1998,1719.3,0.142,5.22,615.0,33.82,6035.0,4.22,1.257,78.7
303,CONFIRMED,0,0,0,0,87.6476068,8.871,1009.6,0.147,4.0,484.0,12.94,6035.0,4.22,1.257,37.5
304,CANDIDATE,0,0,0,0,9.61731426,3.8692,234.0,0.331,1.94,1010.0,246.13,6035.0,4.22,1.257,18.2
305,CONFIRMED,0,0,0,0,9.467821474,2.4327,2237.0,0.081,2.13,407.0,6.47,3582.0,4.807,0.458,124.7
306,CONFIRMED,0,0,0,0,0.893040969,1.0981,741.7,0.009,1.24,893.0,151.14,3582.0,4.807,0.458,87.8
307,CONFIRMED,0,0,0,0,4.942783419,3.25346,11145.0,0.566,10.62,1008.0,244.42,5514.0,4.459,0.978,2040.7
308,CONFIRMED,0,0,0,0,20.83426731,4.0454,988.4,0.256,2.74,595.0,29.62,5537.0,4.549,0.88,45.1
309,CONFIRMED,0,0,0,0,9.94602357,3.3862,994.5,0.035,3.12,807.0,100.34,5344.0,4.365,1.013,51.0
310,CONFIRMED,0,0,0,0,1.04562195,1.8955,213.0,0.037,1.45,1710.0,2031.84,5344.0,4.365,1.013,25.3
311,CONFIRMED,0,0,0,0,5.71462396,2.336,297.8,0.503,1.78,971.0,210.16,5344.0,4.365,1.013,16.7
312,FALSE POSITIVE,0,1,0,0,102.9641952,15.735,1896.7,0.922,39.0,797.0,95.4,5047.0,3.066,7.119,86.1
313,CONFIRMED,0,0,0,0,8.14515981,5.073,446.8,0.965,3.43,1050.0,287.91,5896.0,4.197,1.24,32.2
314,CONFIRMED,0,0,0,0,18.9985279,4.529,430.7,1.3,43.17,792.0,93.03,5896.0,4.197,1.24,16.9
315,CONFIRMED,0,0,0,0,4.24439049,3.282,174.0,0.949,2.07,1305.0,686.99,5896.0,4.197,1.24,15.1
316,CANDIDATE,0,0,0,0,90.1240507,11.649,3020.3,0.698,7.12,485.0,13.09,6520.0,4.375,1.215,57.9
317,CONFIRMED,0,0,0,0,28.5742692,4.9427,824.9,0.068,2.32,538.0,19.83,5551.0,4.508,0.812,97.1
318,CANDIDATE,0,0,0,0,856.672115,23.144,858.1,0.1158,3.87,242.0,0.81,6449.0,4.232,1.309,39.2
319,CANDIDATE,0,0,0,0,0.689210173,1.6169,195.0,0.154,1.32,1943.0,3362.71,5630.0,4.505,0.954,93.4
320,CONFIRMED,0,0,0,0,7.34373964,1.1784,574.4,0.185,1.84,839.0,117.5,5757.0,4.597,0.762,32.2
321,FALSE POSITIVE,1,0,0,1,0.445277068,3.539,186.7,1.2962,35.74,2562.0,10177.11,6167.0,4.444,1.064,28.9
322,FALSE POSITIVE,0,1,0,0,0.379463865,0.86896,1973.3,1.246,59.56,3000.0,19256.81,5075.0,3.892,1.783,458.6
323,FALSE POSITIVE,0,1,0,0,9.88047978,2.78458,18541.0,1.02,23.6,860.0,129.45,6113.0,4.512,0.917,534.5
324,FALSE POSITIVE,1,0,0,0,4.6484156,38.1939,128.4,0.968,5.06,2259.0,6152.88,6980.0,3.577,3.482,91.7
325,FALSE POSITIVE,0,1,0,0,17.512014768,1.8248,4511.7,0.994,13.66,804.0,98.77,6224.0,4.33,1.132,322.3
326,CANDIDATE,0,0,0,0,3.9886021,1.7376,673.5,0.06,34.39,3145.0,23135.72,4813.0,2.472,13.652,37.1
327,CANDIDATE,0,0,0,0,0.533059312,1.8621,1495.8,1.263,133.56,5862.0,277887.7,8523.0,3.559,4.051,179.6
328,FALSE POSITIVE,0,1,1,0,0.525154153,2.1441,747.5,1.226,23.61,2073.0,4391.51,5582.0,4.497,0.846,116.1
329,FALSE POSITIVE,0,0,1,1,1.303861044,4.0541,598.2,1.258,27.85,1610.0,1595.19,5758.0,4.475,0.902,140.6
331,FALSE POSITIVE,0,0,1,0,2.55549176,9.083,113.8,1.228,23.35,1312.0,701.68,5948.0,4.508,0.901,24.3
332,FALSE POSITIVE,0,1,0,0,2.947376671,2.0911,433.2,2.641,403.59,2404.0,7903.84,8090.0,4.002,2.234,62.3
333,CONFIRMED,0,0,0,0,224.7789355,11.1899,3487.5,0.652,7.67,333.0,2.92,5873.0,4.293,1.235,235.7
334,FALSE POSITIVE,0,1,1,0,0.890110752,0.8774,321.5,0.216,1.25,1372.0,838.42,4768.0,4.628,0.711,19.6
335,FALSE POSITIVE,0,0,1,0,5.76573396,2.924,248.0,0.708,7.47,1964.0,3518.78,5772.0,3.364,4.434,22.2
336,CONFIRMED,0,0,0,0,7.42608123,3.6379,443.3,0.097,2.47,1037.0,273.78,6049.0,4.353,1.176,37.5
337,CONFIRMED,0,0,0,0,15.9868932,4.158,178.5,0.533,1.62,803.0,98.51,6049.0,4.353,1.176,10.9
338,FALSE POSITIVE,1,0,1,0,0.73094589,4.32,250.2,1.169,17.12,1922.0,3248.17,5901.0,4.553,0.848,37.5
339,CONFIRMED,0,0,0,0,18.92537246,3.9835,640.9,0.806,13.92,1171.0,443.58,4941.0,3.317,4.885,41.0
340,FALSE POSITIVE,1,0,1,1,0.933749106,4.256,186.2,0.736,3.22,2863.0,15822.49,6215.0,3.849,2.188,136.3
341,FALSE POSITIVE,0,0,1,1,2.037440623,3.442,118.6,0.715,1.19,1572.0,1448.05,6253.0,4.415,1.015,27.0
342,CANDIDATE,0,0,0,0,129995.7784,9.408,1474.9,0.7127,2.99,25.0,0.0,4500.0,4.572,0.726,35.7
343,CONFIRMED,0,0,0,0,31.5925809,13.566,145.1,0.283,1.78,688.0,53.09,5676.0,4.1,1.487,25.5
344,CONFIRMED,0,0,0,0,17.157236,11.284,110.4,0.238,1.55,844.0,119.87,5676.0,4.1,1.487,23.6
345,CONFIRMED,0,0,0,0,1.97376085,1.82542,30222.0,0.337,8.78,753.0,76.1,3807.0,4.762,0.503,1252.5
346,CANDIDATE,0,0,0,0,13.118962443,4.3045,372.2,0.042,8.25,1768.0,2310.43,7221.0,3.488,4.24,267.4
347,FALSE POSITIVE,0,1,1,1,4.618767792,5.9957,4399.1,0.766,7.48,1170.0,442.78,6013.0,4.381,1.033,270.1
348,CANDIDATE,0,0,0,0,7.82187328,3.8417,42.2,0.005,2.78,2101.0,4601.71,7221.0,3.488,4.24,37.2
349,CANDIDATE,0,0,0,0,53.5057611,10.5616,195.6,0.46,2.52,675.0,49.16,6247.0,4.016,1.762,71.2
350,CONFIRMED,0,0,0,0,2.785821236,3.5599,68.9,0.893,1.69,1784.0,2388.98,6202.0,4.026,1.733,53.6
351,FALSE POSITIVE,0,1,0,0,52.56901867,6.7507,26900.0,1.197,78.54,737.0,69.62,7240.0,4.178,1.717,184.3
352,FALSE POSITIVE,0,0,1,0,3.411758679,3.158,570.6,1.213,14.71,684.0,51.85,3995.0,4.71,0.561,35.6
353,FALSE POSITIVE,0,1,1,1,0.525426427,1.0801,324.6,0.113,1.45,2069.0,4349.62,5791.0,4.575,0.802,63.6
354,CONFIRMED,0,0,0,0,1.269091415,1.4647,340.9,0.412,1.41,1331.0,740.47,5041.0,4.576,0.766,73.5
355,CONFIRMED,0,0,0,0,2.853133997,1.465,277.1,0.698,1.36,1016.0,251.77,5041.0,4.576,0.766,39.7
356,CONFIRMED,0,0,0,0,6.79685353,3.1702,393.1,0.62,2.01,985.0,222.91,6061.0,4.486,0.97,29.8
357,FALSE POSITIVE,0,1,1,1,8.667822346,4.9658,2121.9,1.276,67.37,1303.0,681.39,6266.0,3.923,1.889,187.6
358,CONFIRMED,0,0,0,0,1.475323222,2.3155,154.9,0.136,5.88,2740.0,13331.51,4941.0,3.317,4.885,27.2
359,CONFIRMED,0,0,0,0,4.15246118,2.5755,223.4,0.639,7.62,1941.0,3354.56,4941.0,3.317,4.885,24.5
361,CONFIRMED,0,0,0,0,8.7348852,4.49,270.7,0.314,1.59,890.0,148.62,5982.0,4.493,0.96,24.8
362,FALSE POSITIVE,0,0,1,1,10.26547688,3.733,399.6,0.69,1.81,770.0,83.13,5699.0,4.553,0.853,20.1
363,CANDIDATE,0,0,0,0,13.4471791,3.0454,1428.2,0.963,5.24,848.0,122.34,6276.0,4.405,1.041,105.3
364,FALSE POSITIVE,0,1,0,0,3.305577989,2.5903,17971.0,1.145,25.89,1027.0,263.55,5534.0,4.629,0.707,39.6
365,FALSE POSITIVE,0,1,0,0,4.800653901,9.0419,15304.0,0.785,16.91,1347.0,778.45,6715.0,4.347,1.241,298.0
366,FALSE POSITIVE,0,1,1,1,15.06649901,5.9885,36348.0,1.018,56.44,932.0,177.96,5751.0,4.028,1.626,154.6
367,FALSE POSITIVE,0,1,0,0,34.82008158,11.1711,18848.0,0.663,11.36,459.0,10.49,5114.0,4.522,0.784,882.6
368,FALSE POSITIVE,1,0,0,1,0.651784374,2.0141,2779.3,1.224,33.65,2090.0,4500.59,5555.0,4.375,1.061,195.2
369,FALSE POSITIVE,0,1,0,0,1.353771892,7.012,1349.1,1.203,430.99,4903.0,136609.48,4283.0,2.012,15.76,76.7
370,FALSE POSITIVE,1,0,0,0,18.95491633,24.249,867.5,1.228,71.39,1139.0,397.48,6362.0,3.761,2.534,249.3
371,FALSE POSITIVE,0,1,0,0,4.348866254,3.2797,625.6,1.187,2436.69,6421.0,401588.95,3598.0,0.65,101.451,56.3
372,FALSE POSITIVE,0,1,0,0,47.93094546,2.6897,2144.4,1.272,68.02,905.0,158.41,8214.0,4.104,1.938,221.1
373,FALSE POSITIVE,1,0,0,0,3.99751422,3.686,32.8,0.0303,2.98,2203.0,5563.95,5066.0,3.122,5.324,6.1
374,FALSE POSITIVE,0,1,1,1,1.592633181,5.5605,633.1,0.003,1.56,1053.0,290.51,4506.0,4.626,0.651,66.9
375,CONFIRMED,0,0,0,0,67.5923754,12.249,4158.1,0.728,12.1,588.0,28.2,6038.0,4.082,1.744,60.9
376,CONFIRMED,0,0,0,0,17.02902786,4.645,568.9,0.202,2.54,755.0,76.66,5839.0,4.327,1.067,29.8
377,CONFIRMED,0,0,0,0,6.84619236,3.529,246.8,0.077,1.67,1022.0,258.41,5839.0,4.327,1.067,17.7
378,CONFIRMED,0,0,0,0,67.8321638,7.358,507.8,0.027,2.39,476.0,12.14,5839.0,4.327,1.067,15.5
379,CONFIRMED,0,0,0,0,43.1312147,3.198,447.8,0.67,2.39,554.0,22.21,5839.0,4.327,1.067,11.8
380,CONFIRMED,0,0,0,0,1.224866441,1.7086,196.0,0.286,1.54,1741.0,2174.33,5553.0,4.32,1.107,21.1
381,CONFIRMED,0,0,0,0,37.8102649,8.733,570.3,0.061,2.33,566.0,24.27,6085.0,4.451,0.973,35.2
382,CONFIRMED,0,0,0,0,25.93406406,4.6142,414.5,0.014,2.48,695.0,55.1,5952.0,4.287,1.225,42.2
383,CONFIRMED,0,0,0,0,83.4463485,6.536,503.0,0.058,2.73,471.0,11.59,5952.0,4.287,1.225,36.1
384,FALSE POSITIVE,0,0,1,1,7.04710032,2.926,400.9,1.195,25.2,986.0,223.84,5766.0,4.363,1.068,24.0
385,CONFIRMED,0,0,0,0,12.99204853,6.0175,270.6,0.091,2.03,866.0,132.94,5765.0,4.236,1.242,38.7
386,FALSE POSITIVE,0,1,1,0,11.11620211,4.211,4843.9,0.937,8.96,853.0,125.21,6122.0,4.471,0.996,115.3
387,FALSE POSITIVE,0,1,1,1,1.922861499,3.5734,1916.2,0.943,5.09,1392.0,884.12,5778.0,4.531,0.911,103.4
388,FALSE POSITIVE,0,1,1,1,0.635445336,1.8592,2547.4,1.253,19.0,1177.0,451.42,3920.0,4.7,0.55,182.2
389,FALSE POSITIVE,0,1,1,0,1.665784138,1.8946,2006.2,1.27,97.27,2636.0,11424.49,6261.0,3.686,2.789,148.0
390,FALSE POSITIVE,0,1,1,0,55.6639167,23.546,3414.4,1.298,34.14,434.0,8.38,5587.0,4.528,0.853,103.4
391,CONFIRMED,0,0,0,0,52.09081627,8.6388,2894.1,0.065,7.14,592.0,29.07,6198.0,4.237,1.324,243.5
392,FALSE POSITIVE,0,0,0,0,7.1548608,7.694,780.4,0.9848,7.41,1482.0,1141.57,7443.0,4.166,1.739,24.2
393,CONFIRMED,0,0,0,0,4.28746668,1.5693,790.1,0.374,2.29,942.0,186.31,5296.0,4.576,0.815,19.4
394,FALSE POSITIVE,0,0,1,0,2.002779769,2.231,260.5,0.242,1.42,1311.0,696.4,5346.0,4.44,0.892,22.2
395,CONFIRMED,0,0,0,0,8.18739443,3.0472,517.6,0.377,1.92,782.0,88.36,5251.0,4.494,0.849,38.4
396,CONFIRMED,0,0,0,0,76.0498163,7.158,445.9,0.015,1.75,372.0,4.53,5251.0,4.494,0.849,17.4
397,CONFIRMED,0,0,0,0,3.341799486,2.9254,178.2,0.426,1.67,1356.0,798.41,5873.0,4.293,1.235,48.8
398,FALSE POSITIVE,1,0,0,0,3.3226948,3.568,78.7,0.4722,15.33,3859.0,52428.3,5234.0,2.41,16.959,8.6
399,FALSE POSITIVE,0,1,1,1,36.97708808,4.737,1269.9,1.246,38.6,602.0,31.08,5589.0,4.193,1.239,59.2
400,FALSE POSITIVE,0,0,0,0,1.851409163,10.232,232.5,1.1117,20.42,2154.0,5090.14,7117.0,4.176,1.469,54.4
401,FALSE POSITIVE,0,0,1,1,1.303859704,2.8239,36.7,0.674,0.98,2393.0,7759.2,6802.0,4.103,1.521,34.7
402,FALSE POSITIVE,0,1,1,0,145.5624926,5.4126,2931.6,1.274,40.15,387.0,5.33,6148.0,4.346,1.095,58.1
403,CONFIRMED,0,0,0,0,3.749105745,1.9826,182.6,0.942,1.68,1160.0,428.25,5751.0,4.447,0.983,38.0
404,CONFIRMED,0,0,0,0,11.08956602,6.2877,148.1,0.02,3.51,1422.0,965.62,6353.0,3.698,2.867,38.9
405,CANDIDATE,0,0,0,0,7.37290344,2.172,205.2,0.993,2.67,1004.0,240.11,5973.0,4.371,1.07,19.1
406,FALSE POSITIVE,0,0,0,1,7.24476126,2.3145,58.0,0.04,0.65,837.0,116.02,5370.0,4.494,0.874,27.2
407,CANDIDATE,0,0,0,0,119.0624882,3.1188,5372.3,0.968,10.4,366.0,4.26,5697.0,4.392,0.92,71.6
408,CONFIRMED,0,0,0,0,8.70798309,2.4904,1419.6,0.063,2.01,543.0,20.59,4362.0,4.722,0.554,28.1
409,CANDIDATE,0,0,0,0,14.8623076,3.161,840.0,0.324,1.57,454.0,10.08,4362.0,4.722,0.554,14.4
410,CONFIRMED,0,0,0,0,4.17634276,2.335,531.5,0.142,1.23,694.0,54.8,4362.0,4.722,0.554,14.9
411,CONFIRMED,0,0,0,0,27.40229859,6.8491,747.5,0.022,3.63,734.0,68.46,6198.0,4.237,1.324,79.3
412,CONFIRMED,0,0,0,0,3.179267286,1.0246,200.9,0.171,1.21,1101.0,347.01,5511.0,4.554,0.857,41.0
